"region","return_yr","n_stocks","R","R_ocean_1","R_ocean_2","R_ocean_3","R_ocean_4","R_ocean_5"
"GOA",1966,1,687757,0.00678146496509668,0.00202687867953361,0.835145262062036,0.156046394293333,0
"GOA",1967,2,920817,0.00935256408167964,0.00319173082165077,0.623421374713977,0.364034330382693,0
"GOA",1968,2,1416939,0.00116095329439023,0.000749502977898131,0.688437540359888,0.309652003367823,0
"GOA",1969,3,1554468.5,0.00377749693866424,0.0040039408968403,0.773862899119538,0.218258523733353,9.71393116039341e-05
"GOA",1970,5,3474684.75,0.00207954117276395,0.00213630891262869,0.942800062653166,0.0526585901066277,0.000325497154813829
"GOA",1971,7,2642083,0.00670342301888321,0.00345371436097958,0.828152257139537,0.160281111532075,0.00140949394852471
"GOA",1972,7,2919515,0.0129295448045309,0.00500425584386448,0.866474054765946,0.112064846387157,0.00352729819850215
"GOA",1973,9,3389822,0.00517047797789972,0.00274026187805731,0.705957421953129,0.273738562083791,0.012393276107123
"GOA",1974,10,2503875,0.00676351654934851,0.00703269931606011,0.690702211572063,0.276526583795118,0.0189749887674105
"GOA",1975,11,5792879,0.00762384299758376,0.00226398652552556,0.578868987251417,0.403849450333763,0.00739373289171067
"GOA",1976,11,7501105,0.0104275303438627,0.00310834203760646,0.80412339248684,0.178527963546704,0.00381277158498648
"GOA",1977,11,6596389,0.00125689979775298,0.00202853409645793,0.769790714283224,0.224646696851868,0.00227715497069685
"GOA",1978,11,4614346,0.00551779168705598,0.00260188551096949,0.632969222507372,0.351736085677147,0.00717501461745608
"GOA",1979,11,6170873,0.0165459571117409,0.00199761038673134,0.487044701778824,0.490014459866538,0.00439727085616573
"GOA",1980,11,7810847,0.0285198263389361,0.0120012592744423,0.720208960692739,0.237300384964652,0.00196956872923001
"GOA",1981,12,10925832,0.0149118163266651,0.00675692249340828,0.790133053482792,0.185448851858604,0.00274935583853019
"GOA",1982,12,11075282,0.0179206272129233,0.0148364619519395,0.720524407414637,0.243974374647977,0.00274412877252245
"GOA",1983,12,10233834,0.024516031821505,0.00611823486681531,0.724461721775045,0.23919227144001,0.00571174009662459
"GOA",1984,12,10947431,0.0180771178187832,0.0678772033365636,0.521930853001037,0.389194231961818,0.00292059388179747
"GOA",1985,12,11713408,0.0434998080831813,0.0197495041579701,0.601768930101299,0.333542125400225,0.00143963225732426
"GOA",1986,14,18436933.5,0.0180703586092557,0.00359718171137299,0.798678017686618,0.176414098364026,0.00324034362872763
"GOA",1987,15,13119549,0.0193595069464659,0.0476747333311534,0.646478625141764,0.274862725845225,0.0116244087353917
"GOA",1988,15,15182302,0.0317207495938363,0.0105160600810075,0.687476773943767,0.263326207053449,0.00696020932793986
"GOA",1989,15,14118671,0.0313907732533749,0.0128932815277019,0.540919750874569,0.410162684575623,0.00463350976873106
"GOA",1990,15,14103109,0.0265483305844123,0.00634895468793441,0.573577641639159,0.38866465543165,0.00486041765684432
"GOA",1991,15,16494563,0.0101596507891722,0.0146541621017786,0.753189035684061,0.218649017861219,0.00334813356376886
"GOA",1992,15,13286037,0.029833802209041,0.0181817949174761,0.65914711813613,0.278674069626631,0.0141632151107211
"GOA",1993,15,12276076,0.0338472977847319,0.0124042079895889,0.647368181819663,0.299353392729077,0.00702691967693911
"GOA",1994,15,11909377,0.0293017846357538,0.0108678228928348,0.5473250196043,0.399359009291586,0.0131463635755254
"GOA",1995,15,15137634,0.0213623212187585,0.0112189262866311,0.658156882376731,0.297756042985317,0.0115058271325625
"GOA",1996,15,13377383,0.0757317780316225,0.00817379602572491,0.714008337804188,0.186728973820963,0.0153571143175014
"GOA",1997,15,9748939.5,0.0196639849903674,0.00926670023954913,0.479239562415994,0.473025963490696,0.0188037888633938
"GOA",1998,15,13689597,0.0141676924455848,0.00658624209317484,0.566351368853298,0.403503770052544,0.00939092655539823
"GOA",1999,15,9347729,0.0259789302834945,0.00890408782710752,0.677234331461684,0.278831361071764,0.00905128935594945
"GOA",2000,15,10986317,0.0178505681203264,0.00387773263778935,0.768360679925766,0.202536846515534,0.00737417280058458
"GOA",2001,15,10074083,0.00847213587579138,0.00991514562665406,0.634148835184304,0.333654388195928,0.0138094951173223
"GOA",2002,15,12810041,0.0132996451767797,0.00768631419680858,0.601673796360215,0.356418219114209,0.0209220251519882
"GOA",2003,15,14216343,0.013512757816831,0.00517404511132012,0.5615109314681,0.416114608377133,0.00368765722661587
"GOA",2004,15,14718822,0.0163968284961935,0.00410793744227629,0.769830085587012,0.206290761584045,0.00337438689047262
"GOA",2005,15,10678989,0.012204807028081,0.0150247368922283,0.668677343894633,0.296765920444342,0.00732719174071628
"GOA",2006,15,11613830,0.0176691926780399,0.0154799062841457,0.750157355497713,0.207322821153745,0.00937072438635661
"GOA",2007,15,8052203,0.0230632536214003,0.0203427558892889,0.606404110775647,0.342676035365725,0.00751384434793807
"GOA",2008,15,9134199,0.0122983963892181,0.00535733894126896,0.659202958026205,0.312817029714373,0.0103242769289349
"GOA",2009,14,9600097,0.0111762412400625,0.0039737098489734,0.616316376803276,0.347313886515938,0.0212197855917498
"GOA",2010,14,15213862,0.0121559535639274,0.00347229388566821,0.760877218420937,0.205287322837554,0.0182072112919126
"GOA",2011,13,13496072,0.012599073271097,0.0117714250487105,0.612358766313636,0.356558634245579,0.00671210112097801
"GOA",2012,12,12814027,0.0102205184989855,0.00815910564258995,0.707061254046054,0.266290058542877,0.00826906326949366
"GOA",2013,2,1507854,0.00163278407591186,0.000812412872864349,0.259015793306248,0.714834460100248,0.0237045496447269
