"year","annual.sst","annual.sst.2","annual.sst.3","winter.sst","winter.sst.2","winter.sst.3"
1950,-0.754412651433661,-0.368789501398268,-0.495556111751495,-0.192414080077402,-0.147675079912776,-0.667683182621005
1951,0.016833648637126,-0.00908915296337701,-0.257530319120138,-0.10293607974815,-0.133075493461886,-0.152855022333724
1952,-0.0350119545638797,0.178127300101304,0.124362749613245,-0.163214907175621,0.0581671139785623,0.00446604940299156
1953,0.391266554766488,0.516197709561257,0.332461154852879,0.279549135132745,0.122747552479142,0.0274267325942211
1954,0.641128864356027,0.375946421821058,0.381053132802868,-0.0340540301744617,0.515489013593576,0.436842387439966
1955,0.110763979286088,0.189038888235716,0.339735546942486,1.06503205736161,0.5122142832288,0.330124845427713
1956,0.267313797185343,0.878132958650011,0.622343298862037,-0.0406034909040123,-0.21422020699913,0.212197214454451
1957,1.48895212011468,1.43329818096494,1.04463671970508,-0.387836923094247,0.726191910972869,0.470593443680575
1958,1.37764424181521,1.21997069642715,1.30963117098966,1.84022074503998,1.28752986850494,0.729074271305209
1959,1.06229715103909,0.769369832340739,0.972127968832229,0.73483899196989,0.792647510132435,1.14183858843495
1960,0.476442513642384,0.611628898426843,0.761851649297594,0.85045602829498,0.587937043729029,0.636904359809316
1961,0.746815283211303,0.717981965953249,0.637468815182961,0.325418059163077,0.203304593985824,0.419021738755543
1962,0.689148648695195,0.986981553333517,0.906926129959446,0.0811911288085719,0.483131343646482,0.430560248818681
1963,1.28481445797184,0.683310320838385,0.685256430123989,0.885071558484393,1.00649590791229,0.698060981544384
1964,0.0818061837049318,-0.282797799694023,0.239739619527931,1.12792025734019,0.171382818033697,0.409279064850595
1965,-0.647401783092978,-0.520241438401208,-0.319558897699161,-0.785154621272793,-0.39185885234542,0.114734184216449
1966,-0.393081093709438,0.0211578332774378,-0.201695372179367,0.00143691658195366,-0.126529682134108,-0.346071328513669
1967,0.435396760264314,0.430008488805548,0.155645294633886,-0.254496280850169,0.0107164762381698,0.00762328968609786
1968,0.424620217346782,0.0645499091540084,0.188165526190777,0.275929233326509,-0.34738455444016,-0.31642179657683
1969,-0.295520399038765,-0.00764819902554756,0.136441273098563,-0.97069834220683,-0.0726092493175753,0.0435702448971195
1970,0.280224000987671,-0.557145895352104,-0.469937396580991,0.825479843571679,0.36377651434637,-0.0810484378380295
1971,-1.39451579169188,-1.38354928938427,-0.828958192593622,-0.0979268148789385,-0.751294071804791,-0.225702766679301
1972,-1.37258278707666,-1.13401223798527,-1.22084675588747,-1.40466132873064,-1.06772815298477,-0.744461040282824
1973,-0.895441688893871,-0.41185715000911,-0.732099029031627,-0.730794977238891,-0.716312817210422,-0.945762321050496
1974,0.0717273888756518,-0.473292325851362,-0.614008780198865,-0.701830657181953,-0.490604399018332,-0.570667925091851
1975,-1.01831204057838,-0.699546888777408,-0.442455462893054,-0.27937814085471,-0.45498816273736,-0.537268994218891
1976,-0.38078173697644,0.289539609039574,-0.146410940833075,-0.63059818462001,0.0272260397075848,-0.0749753538131799
1977,0.959860955055589,0.56192152927288,0.247687107189773,0.68505026403518,0.191713721144618,-0.0823902474435916
1978,0.163982103490171,0.540928247527637,0.680572483370288,-0.301622821745945,0.0115821255127477,0.236071505020225
1979,0.917874391565104,0.539231861334923,0.414148608720006,0.32478707277144,0.436230941728215,0.190279687236828
1980,0.160589331104742,0.736586146812321,0.797015561729916,0.547674810684989,0.574819885927378,0.491475614875399
1981,1.3125829625199,0.505044452859254,0.390226078941084,0.601964961169766,0.546550131596277,0.546925024625848
1982,-0.302494056801392,0.554263447382157,0.807036619094739,0.491135302022787,0.623413138918595,0.616263746335652
1983,1.41102095156571,1.46950823722196,0.87884080588084,0.755690975814402,0.985840730692838,0.820938921136155
1984,1.52799552287821,0.696649293688462,0.934773179647543,1.21599048557127,1.1736070180653,1.03430167064834
1985,-0.134696935501281,0.179515792768724,0.629009036138552,1.13122355055933,0.570456454953296,0.785634465159289
1986,0.493728521038729,0.626345839428411,0.372664914451847,0.00968935934725786,0.765056653225728,0.887112285670263
1987,0.758963157818092,0.627103156190236,0.582644944473067,1.5204239471042,1.2867775147433,0.86108146294462
1988,0.49524315456238,0.58036446879731,0.639897365137571,1.0531310823824,0.547907848225457,0.872079881185037
1989,0.665485783032239,0.542483427994604,0.526736670183863,0.0426846140685099,0.0696075649292996,0.397448737413668
1990,0.419481072956968,0.198088270895927,0.353887441608031,0.0965305157900895,-0.104768686909508,-0.0556175865835018
1991,-0.0233045311651147,0.0623957054931616,0.181424161314431,-0.306067889609105,0.132590763127922,0.120570680681978
1992,0.148095942151438,0.591291922423606,0.386426437894032,0.57124941586495,0.364716851155115,0.141121937567041
1993,1.03448790269577,0.777246259489318,0.567529487043359,0.15818428644528,0.595514202409425,0.587425940227933
1994,0.520004616282864,0.273146065009796,0.526926677571789,1.03284411837357,0.284799333659329,0.242594317921313
1995,0.0262875137367285,0.132363376818911,0.261577123306896,-0.463245451054912,-0.317972319456908,0.132299826486585
1996,0.238439239901095,0.896026984736045,0.606113827736273,-0.172699187858904,-0.240099469586652,-0.314481463409405
1997,1.553614729571,1.30481689640272,0.949357677568842,-0.307499751314401,0.580689576626794,0.329559988464895
1998,1.05601906323444,0.36130338345861,0.758740498829406,1.46887890456799,1.10643164614982,0.635121180328411
1999,-0.333412296317214,-0.108285826254058,0.27981580357544,0.743984387731646,0.259616881801933,0.662704222723952
2000,0.116840643809099,0.244083639431681,0.0515849941820495,-0.224750624127779,0.170808200550713,0.361866929611024
2001,0.371326635054263,0.520787623590161,0.386138630329808,0.566367025229205,0.116187345696245,0.00254135575490382
2002,0.67024861212606,1.11871676905711,0.869586724389495,-0.333992333836715,0.843034865921817,0.750812252357613
2003,1.56718492598816,1.39924548756904,1.15624652908805,2.02006206568035,1.22070407524861,0.702471938886837
2004,1.23130604914993,1.47180950568788,1.50360131245464,0.421346084816878,0.411460606629159,0.947661092979555
2005,1.71231296222584,0.973528058220715,1.05945405519712,0.40157512844144,0.323245144905529,0.355945458209312
2006,0.234743154215594,0.0328760600657155,0.592688360785756,0.244915161369618,-0.143990905462191,0.0378644391723528
2007,-0.168991034084163,-0.269280738036087,-0.101272773952193,-0.532896972293999,-0.526969807960968,-0.269674818184106
2008,-0.369570441988011,-0.233243362398799,-0.211825919627253,-0.521042643627936,-0.560512578595299,-0.551307376494866
2009,-0.096916282809587,0.330226945838921,0.0969611498966108,-0.599982513562662,-0.0332467952004552,-0.195845411342949
2010,0.757370174487429,0.586738641310802,0.358853666604006,0.533488923161752,0.562759405932872,0.175178766101027
2011,0.416107108134175,-0.0121355885074896,0.244366332490817,0.592029888703992,-0.0282279860154881,0.159010983710259
2012,-0.440378285149154,0.168986859519758,0.251360275724564,-0.648485860734968,-0.182269849399608,0.0758300633015918
2013,0.77835200418867,1.42701644000746,0.804551531621923,0.283946161935752,0.543226762350068,0.145989221321723
2014,2.07568087582625,2.04739638998495,1.62438159471952,0.802507362764384,1.46897516242845,1.07396549559755
2015,2.01911190414365,2.40742297107306,2.29684227265746,2.13544296209252,1.97244026058449,1.58246262797779
2016,2.79573403800247,2.00936326100723,2.01261280871937,1.80943755907646,1.7176983711241,1.85694656811357
2017,1.222992484012,1.59261169487024,1.99365247591432,1.62595918317173,1.28335699572994,1.45871718351212
2018,1.96223090572848,2.37336585124252,1.98990806216568,0.940754808288155,1.58680016555321,1.59985317142605
2019,2.78450079675655,2.10308201956331,2.05613164828504,2.23284552281826,1.85240026206972,1.54851844414253
2020,1.42166324237007,0.92594891692908,1.5454662102049,1.47195500132118,1.08487306091845,1.46753054821839
2021,0.430234591488087,NA,NA,0.69779112051573,NA,NA
