"stock_id","brood_yr","stock","jurisdiction","region","ocean_region","sub_region","lat","lon","recruits","spawners","R_ocean_1","R_ocean_2","R_ocean_3","R_ocean_4","R_ocean_5","R0.1","R0.2","R0.3","R0.4","R0.5","R1.1","R1.2","R1.3","R1.4","R1.5","R2.1","R2.2","R2.3","R2.4","R3.1","R3.2","R3.3","R3.4","R4.1","R4.2","R4.3","R2.5"
103,1971,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,124507,10761,0,124161,346,0,0,0,0,0,0,0,0,124161,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1972,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,16971,1969,0,16860,111,0,0,0,0,0,0,0,0,16860,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1973,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,10662,2012,0,10538,124,0,0,0,0,0,0,0,0,10538,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1974,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,17431,1046,0,15702,1729,0,0,0,0,0,0,0,0,15702,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1975,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,122780,14735,122,122024,634,0,0,0,0,0,0,0,122,121742,634,0,0,0,282,0,0,0,0,0,0,0,0,0,0
103,1976,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,7112,1069,0,7112,0,0,0,0,0,0,0,0,0,7112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1977,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,15396,1214,0,5875,9521,0,0,0,0,0,0,0,0,5875,9521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1978,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,40627,1678,0,39903,724,0,0,0,0,0,0,0,0,39903,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1979,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,29984,16178,0,15714,14270,0,0,0,0,0,0,0,0,15714,14270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1980,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,45170,1376,0,39381,5789,0,0,0,0,0,0,0,0,39381,5789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1981,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,16532,562,0,14724,1808,0,0,0,0,0,0,0,0,14724,1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1982,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,5277,990,0,3066,2211,0,0,0,0,0,0,0,0,3066,2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1983,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,38556,3484,17,37004,1535,0,0,0,0,0,0,0,17,36597,1535,0,0,0,407,0,0,0,0,0,0,0,0,0,0
103,1984,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,50603,4909,12,44712,5879,0,0,0,0,0,0,0,12,44712,5879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1985,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,19177,3030,0,16449,2728,0,0,0,0,0,0,0,0,16449,2728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1986,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,21198,1396,0,20562,636,0,0,0,0,0,0,0,0,20562,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1987,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,22592,5660,132,18171,4289,0,0,0,0,0,0,0,132,18171,4289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1988,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,13050,7405,0,11669,1381,0,0,0,0,0,0,0,0,11669,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1989,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,12842,1367,0,4945,7897,0,0,0,0,0,0,0,0,4945,7897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1990,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,31130,5065,0,18847,12283,0,0,0,0,0,0,0,0,18847,12283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1991,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,48807,2460,114,47610,1083,0,0,0,0,0,0,0,114,47542,1083,0,0,0,68,0,0,0,0,0,0,0,0,0,0
103,1992,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,12883,1117,14,10556,2313,0,0,0,0,0,0,0,14,10556,2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1993,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,20467,592,0,16961,3506,0,0,0,0,0,0,0,0,16961,3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1994,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,10849,1845,0,6743,4106,0,0,0,0,0,0,0,0,6743,4106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1995,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,27391,13487,40,25092,2259,0,0,0,0,0,0,0,40,25092,2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1996,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,26776,4054,0,20695,6081,0,0,0,0,0,0,0,0,20695,6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1997,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,5024,2119,0,1335,3689,0,0,0,0,0,0,0,0,1335,3689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1998,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,17001,2830,0,11272,5729,0,0,0,0,0,0,0,0,11272,5729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1999,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,19734,3295,0,19734,0,0,0,0,0,0,0,0,0,19734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2000,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,25283,6720,0,23887,1396,0,0,0,0,0,0,0,0,23887,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2001,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,6825,2752,0,4433,2392,0,0,0,0,0,0,0,0,4433,2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2002,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,7674,4505,0,7279,395,0,0,0,0,0,0,0,0,7279,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2003,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,3822,3038,0,3702,120,0,0,0,0,30,0,0,0,3702,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2004,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,6120,458,0,3038,3082,0,0,0,30,0,0,0,0,3008,3082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2005,"Bowron","BC","Fraser River","WC","Fraser Early Summer",49.12,-123.06,2258,866,0,1876,382,0,0,0,0,0,0,0,0,1876,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
